Player,Season,PER,WS,BPM,VORP,Label
Dennis Schröder,2023,11.5,2.8,-2.9,-0.4,0
Tre Jones,2023,16.0,3.4,-1.0,0.5,0
Grayson Allen,2023,12.3,5.1,0.1,1.0,0
Jonas Valančiūnas,2023,19.3,5.8,-0.4,0.8,0
Eric Gordon,2023,11.8,2.3,-1.9,0.1,0
Kevon Looney,2023,17.8,8.7,2.1,2.0,0
Kyle Anderson,2023,14.8,5.1,2.5,2.2,0
Marcus Smart,2023,12.1,3.7,-1.0,0.5,0
LeBron James,2023,23.9,5.6,6.1,4.0,0
Herbert Jones,2023,12.1,4.2,-0.3,0.8,0
Torrey Craig,2023,11.6,4.0,-0.6,0.7,0
Ja Morant,2023,23.3,6.0,5.7,3.8,0
Kelly Olynyk,2023,14.4,4.3,0.4,1.2,0
Stephen Curry,2023,24.1,7.8,7.5,4.7,0
Tyus Jones,2023,16.0,5.7,1.6,1.7,0
Paul George,2023,19.6,4.6,2.8,2.3,0
Al Horford,2023,13.8,6.3,3.3,2.5,0
P.J. Tucker,2023,5.7,2.5,-3.0,-0.5,0
Jalen McDaniels,2023,11.8,2.7,-2.1,-0.1,0
Jakob Poeltl,2023,21.0,6.0,1.9,1.9,0
Anthony Davis,2023,27.8,9.0,6.3,4.0,0
Donte DiVincenzo,2023,12.8,4.2,0.7,1.3,0
Bojan Bogdanović,2023,17.4,3.5,0.8,1.4,0
Chris Paul,2023,17.7,6.2,3.2,2.5,0
Tyrese Haliburton,2023,23.6,7.6,7.2,4.4,0
Jarred Vanderbilt,2023,15.1,5.2,1.1,1.5,0
Terance Mann,2023,13.4,4.3,-0.2,0.8,0
Troy Brown Jr.,2023,9.6,2.9,-1.0,0.5,0
Onyeka Okongwu,2023,19.4,7.1,0.8,1.3,0
Austin Reaves,2023,14.9,5.4,0.7,1.2,0
Desmond Bane,2023,19.1,5.8,3.5,2.5,0
Devin Booker,2023,22.0,6.0,4.2,2.9,0
Marcus Morris,2023,10.5,2.0,-1.9,0.0,0
Myles Turner,2023,20.0,5.4,2.1,1.9,0
Bobby Portis,2023,17.8,5.3,0.7,1.2,0
Aaron Nesmith,2023,10.5,2.0,-3.0,-0.4,0
Patrick Beverley,2023,8.9,3.0,-1.2,0.3,0
Jevon Carter,2023,10.9,3.5,-0.6,0.6,0
Michael Porter Jr.,2023,16.8,4.3,0.2,1.0,0
Naji Marshall,2023,11.4,2.5,-1.9,0.1,0
Jaren Jackson Jr.,2023,21.6,6.6,2.8,2.2,0
Shaedon Sharpe,2023,11.5,1.2,-3.3,-0.6,0
Markelle Fultz,2023,16.6,3.7,0.5,1.2,0
Tari Eason,2023,15.2,2.6,-1.7,0.1,0
Gabe Vincent,2023,9.0,1.4,-3.4,-0.6,0
Kawhi Leonard,2023,23.9,7.1,6.1,3.5,0
Malcolm Brogdon,2023,18.2,5.8,2.8,2.1,0
Christian Wood,2023,20.6,4.8,1.7,1.6,0
Coby White,2023,12.5,3.1,-0.8,0.5,0
Clint Capela,2023,22.1,7.2,2.2,1.8,0
Malik Monk,2023,16.6,3.2,0.3,1.0,0
Kyle Lowry,2023,12.6,3.4,0.2,0.9,0
Nicolas Batum,2023,11.0,3.6,0.5,1.0,0
Walker Kessler,2023,21.5,7.1,2.9,2.1,0
Monte Morris,2023,15.0,4.2,0.5,1.1,0
Wendell Carter Jr.,2023,17.3,4.6,1.0,1.3,0
Santi Aldama,2023,13.9,4.6,0.5,1.1,0
Bradley Beal,2023,19.7,3.4,1.8,1.6,0
Kevin Durant,2023,25.9,6.8,7.1,3.9,0
Jalen Duren,2023,17.3,4.5,-0.8,0.5,0
Reggie Jackson,2023,10.0,0.6,-3.9,-0.8,0
Isaac Okoro,2023,10.7,4.2,-0.3,0.7,0
Isaiah Hartenstein,2023,14.2,4.6,-0.3,0.7,0
Daniel Gafford,2023,19.7,6.1,1.0,1.2,0
Mitchell Robinson,2023,18.9,6.5,2.4,1.7,0
Drew Eubanks,2023,16.2,4.4,0.1,0.8,0
Gordon Hayward,2023,13.5,2.0,-1.4,0.2,0
Alex Caruso,2023,11.5,3.6,1.1,1.2,0
Shake Milton,2023,12.7,2.9,-2.0,0.0,0
Norman Powell,2023,17.1,3.5,0.3,0.9,0
Cole Anthony,2023,16.0,3.7,1.3,1.3,0
Malaki Branham,2023,9.5,-0.1,-5.2,-1.3,0
Cedi Osman,2023,12.0,3.3,-0.7,0.5,0
Kelly Oubre Jr.,2023,14.8,1.7,-1.1,0.3,0
Josh Green,2023,11.2,2.6,-2.4,-0.2,0
Brandon Ingram,2023,19.2,3.5,1.7,1.5,0
Josh Richardson,2023,12.3,1.8,-1.2,0.3,0
Joe Harris,2023,10.6,2.6,-1.1,0.3,0
T.J. McConnell,2023,16.8,3.1,0.5,1.0,0
Chris Boucher,2023,18.0,5.0,-0.1,0.7,0
Georges Niang,2023,10.9,2.5,-1.4,0.2,0
Bogdan Bogdanović,2023,14.2,2.8,0.5,0.9,0
Damion Lee,2023,10.7,2.6,-1.7,0.1,0
Bol Bol,2023,14.4,2.3,-0.9,0.4,0
DeMar DeRozan,2024,19.7,9.2,1.8,2.8,0
Domantas Sabonis,2024,23.2,12.6,6.5,6.2,0
Coby White,2024,14.5,4.7,-0.7,0.9,0
Mikal Bridges,2024,14.9,4.2,-0.4,1.2,0
Paolo Banchero,2024,17.3,5.3,1.3,2.3,0
Kevin Durant,2024,21.2,8.3,4.0,4.3,0
Dejounte Murray,2024,17.7,4.9,1.7,2.6,0
Anthony Edwards,2024,19.7,7.5,3.3,3.7,0
Nikola Jokić,2024,31.0,17.0,13.2,10.6,0
Jalen Brunson,2024,23.4,11.2,5.8,5.4,0
Josh Hart,2024,11.8,5.7,0.0,1.4,0
Anthony Davis,2024,25.8,11.8,5.1,4.9,0
Fred VanVleet,2024,16.7,8.4,3.4,3.6,0
De'Aaron Fox,2024,20.1,6.5,2.7,3.2,0
Pascal Siakam,2024,19.7,6.9,1.9,2.7,0
Jayson Tatum,2024,22.3,10.4,5.1,4.7,0
Austin Reaves,2024,15.5,5.9,0.4,1.6,0
Tyrese Maxey,2024,19.8,8.1,3.1,3.4,0
Luka Dončić,2024,28.1,12.0,9.9,8.0,0
Nikola Vučević,2024,17.7,5.4,0.1,1.4,0
Jalen Green,2024,14.7,3.1,-0.5,1.0,0
Rudy Gobert,2024,19.3,11.6,1.8,2.5,0
Keegan Murray,2024,13.3,5.2,-0.9,0.8,0
Miles Bridges,2024,15.4,2.2,-1.1,0.6,0
Damian Lillard,2024,19.6,7.7,2.1,2.7,0
Giannis Antetokounmpo,2024,29.9,13.2,9.0,7.2,0
Michael Porter Jr.,2024,15.5,6.2,0.1,1.3,0
Shai Gilgeous-Alexander,2024,29.3,14.6,9.0,7.1,0
Grayson Allen,2024,13.8,6.9,1.3,2.0,0
LeBron James,2024,23.7,8.5,6.5,5.4,0
Paul George,2024,19.3,7.3,3.2,3.3,0
Dennis Schröder,2024,13.3,3.3,-1.8,0.1,0
Dennis Schröder,2024,13.9,2.5,-1.8,0.1,0
D'Angelo Russell,2024,16.0,5.1,0.9,1.8,0
James Harden,2024,18.6,8.4,4.1,3.8,0
Devin Booker,2024,21.9,9.2,3.0,3.1,0
Jarrett Allen,2024,21.8,10.7,3.0,3.1,0
Jabari Smith Jr.,2024,13.8,5.6,-0.4,1.0,0
Stephen Curry,2024,20.6,7.2,5.2,4.4,0
Bam Adebayo,2024,19.8,7.2,2.4,2.7,0
Chet Holmgren,2024,20.4,8.9,3.4,3.3,0
Brook Lopez,2024,14.8,5.9,1.0,1.8,0
Kentavious Caldwell-Pope,2024,10.7,4.8,-1.4,0.4,0
Bogdan Bogdanović,2024,14.7,3.9,0.2,1.4,0
Brandon Miller,2024,13.0,0.8,-2.6,-0.3,0
Harrison Barnes,2024,11.9,4.7,-1.8,0.1,0
Derrick White,2024,16.9,8.5,3.8,3.5,0
Tobias Harris,2024,16.5,5.9,0.9,1.7,0
Donte DiVincenzo,2024,16.0,6.6,3.4,3.2,0
Jordan Poole,2024,12.1,-0.6,-3.9,-1.2,0
Jaylen Brown,2024,18.6,5.9,0.7,1.6,0
Malik Beasley,2024,10.3,3.5,-1.8,0.1,0
Franz Wagner,2024,17.6,6.4,1.2,1.9,0
Kawhi Leonard,2024,23.2,8.9,5.5,4.4,0
Herbert Jones,2024,13.2,6.3,0.6,1.6,0
Aaron Gordon,2024,16.8,7.1,1.3,1.9,0
Klay Thompson,2024,13.9,3.6,-0.4,0.9,0
Kyle Kuzma,2024,15.7,0.2,-1.1,0.5,0
Jrue Holiday,2024,14.4,6.3,2.1,2.4,0
Deni Avdija,2024,14.9,3.2,-0.9,0.6,0
Devin Vassell,2024,15.7,3.6,0.0,1.1,0
Luguentz Dort,2024,11.1,4.6,-1.6,0.2,0
Max Strus,2024,11.7,3.9,-0.6,0.8,0
Dillon Brooks,2024,9.4,2.7,-3.6,-0.9,0
Tyrese Haliburton,2024,23.3,9.0,6.9,5.0,0
Jalen Williams,2024,19.1,7.3,2.3,2.4,0
P.J. Washington,2024,12.2,1.9,-2.1,-0.1,0
Jaden Ivey,2024,12.4,0.5,-3.1,-0.6,0
Ayo Dosunmu,2024,13.4,4.1,-0.8,0.7,0
Zion Williamson,2024,22.8,7.5,3.8,3.3,0
Mike Conley,2024,15.8,8.2,3.4,3.0,0
Jeremy Sochan,2024,11.4,1.4,-3.4,-0.8,0
Buddy Hield,2024,13.3,3.5,0.4,1.3,0
CJ McCollum,2024,17.9,5.9,3.1,2.8,0
Spencer Dinwiddie,2024,11.7,3.6,-1.9,0.1,0
Tre Jones,2024,14.7,4.9,-0.4,0.9,0
Grant Williams,2024,10.6,2.6,-2.6,-0.3,0
Jaren Jackson Jr.,2024,17.4,3.0,0.4,1.3,0
Tim Hardaway Jr.,2024,12.1,2.2,-2.9,-0.5,0
Nic Claxton,2024,18.7,6.7,1.2,1.7,0
Jaime Jaquez Jr.,2024,12.9,4.0,-1.9,0.1,0
Taurean Prince,2024,8.8,1.9,-2.8,-0.4,0
Victor Wembanyama,2024,23.1,3.7,5.2,3.8,0
Jaden McDaniels,2024,9.4,3.4,-2.6,-0.3,0
Brandon Ingram,2024,18.2,5.1,1.2,1.7,0
Scottie Barnes,2024,19.5,4.3,3.7,3.0,0
Jusuf Nurkić,2024,17.4,5.8,1.1,1.6,0
Myles Turner,2024,19.3,5.8,0.9,1.5,0
Collin Sexton,2024,19.9,5.5,1.9,2.0,0
Cam Thomas,2024,16.1,2.5,-1.2,0.4,0
Cade Cunningham,2024,17.1,1.8,0.3,1.2,0
Corey Kispert,2024,12.8,2.1,-2.1,-0.1,0
Saddiq Bey,2024,13.1,3.5,-1.8,0.1,0
Kelly Oubre Jr.,2024,13.5,3.0,-2.3,-0.1,0
Alperen Şengün,2024,22.0,6.9,4.9,3.5,0
Jimmy Butler,2024,22.0,9.1,4.6,3.4,0
Alex Caruso,2024,14.5,4.9,2.5,2.3,0
Terry Rozier,2024,17.3,3.9,1.5,1.8,0
Keldon Johnson,2024,14.2,3.0,-1.7,0.2,0
Kyrie Irving,2024,21.9,6.9,4.9,3.6,0
Karl-Anthony Towns,2024,18.8,6.3,2.5,2.3,0
Jalen Suggs,2024,14.1,4.7,1.0,1.5,0
Keyonte George,2024,10.4,-0.3,-4.4,-1.2,0
Josh Giddey,2024,16.6,4.3,1.5,1.8,0
Bobby Portis,2024,17.5,4.7,-0.8,0.6,0
Aaron Nesmith,2024,12.8,4.1,-0.5,0.8,0
Gary Trent Jr.,2024,12.0,1.7,-2.6,-0.3,0
Norman Powell,2024,13.9,4.1,-0.8,0.6,0
Immanuel Quickley,2024,16.7,4.7,1.3,1.7,0
Brandin Podziemski,2024,13.0,4.1,-0.1,0.9,0
Naz Reid,2024,16.0,4.9,1.5,1.7,0
Caris LeVert,2024,14.6,3.6,0.2,1.1,0
Royce O'Neale,2024,11.1,3.4,0.0,1.0,0
Jonathan Kuminga,2024,17.0,4.6,-0.4,0.8,0
Donovan Mitchell,2024,22.1,6.4,5.8,3.9,0
Trae Young,2024,20.3,4.6,2.6,2.2,0
Dorian Finney-Smith,2024,10.1,2.6,-2.0,0.0,0
Tyus Jones,2024,16.5,4.5,0.7,1.3,0
Jonas Valančiūnas,2024,19.8,7.1,1.2,1.6,0
Nickeil Alexander-Walker,2024,10.9,4.3,0.2,1.1,0
Andrew Wiggins,2024,12.7,2.8,-2.5,-0.3,0
Duncan Robinson,2024,12.2,3.6,-0.9,0.6,0
John Collins,2024,17.5,4.4,-0.9,0.5,0
Darius Garland,2024,14.5,2.7,-1.0,0.5,0
Isaiah Hartenstein,2024,18.9,8.1,3.5,2.6,0
Eric Gordon,2024,10.8,2.5,-1.7,0.1,0
Jalen Johnson,2024,16.3,3.8,1.2,1.5,0
Isaac Okoro,2024,11.4,4.2,-1.1,0.4,0
Clint Capela,2024,20.7,6.3,0.1,1.0,0
Terance Mann,2024,12.0,4.2,-1.5,0.2,0
Malik Monk,2024,16.0,3.5,0.6,1.2,0
Bruce Brown,2024,11.6,2.2,-3.3,-0.6,0
Jamal Murray,2024,20.7,5.9,4.1,2.9,0
RJ Barrett,2024,16.4,2.9,-0.8,0.6,0
Georges Niang,2024,9.9,2.4,-2.9,-0.4,0
Jerami Grant,2024,15.4,2.7,-0.1,0.9,0
Rui Hachimura,2024,15.0,4.1,-0.9,0.5,0
Payton Pritchard,2024,15.3,6.1,1.0,1.4,0
Lauri Markkanen,2024,21.5,6.2,3.6,2.6,0
Reggie Jackson,2024,11.7,2.1,-3.2,-0.6,0
Cole Anthony,2024,14.6,3.6,0.1,1.0,0
Daniel Gafford,2024,21.7,7.8,2.6,2.1,0
Ivica Zubac,2024,19.3,6.8,0.8,1.3,0
Deandre Ayton,2024,18.9,3.9,0.3,1.0,0
Derrick Jones Jr.,2024,11.7,3.1,-1.5,0.2,0
Kyle Anderson,2024,12.7,4.5,1.1,1.4,0
Jalen Duren,2024,18.7,4.8,-0.1,0.9,0
Bradley Beal,2024,16.3,3.9,0.4,1.1,0
Scoot Henderson,2024,9.5,-1.7,-5.8,-1.7,0
Nick Richards,2024,16.7,5.1,-2.3,-0.1,0
Kelly Olynyk,2024,17.4,4.9,1.8,1.7,0
Caleb Martin,2024,10.8,2.4,-2.0,0.0,0
Sam Hauser,2024,13.0,4.9,1.2,1.4,0
Al Horford,2024,15.0,6.2,3.6,2.5,0
Toumani Camara,2024,10.6,2.0,-3.1,-0.5,0
Obi Toppin,2024,16.5,4.8,1.5,1.5,0
Bilal Coulibaly,2024,8.9,0.4,-4.2,-0.9,0
OG Anunoby,2024,12.8,2.6,-0.6,0.6,0
Jabari Walker,2024,13.0,2.9,-3.3,-0.6,0
Andrew Nembhard,2024,11.3,2.0,-2.2,-0.1,0
Cason Wallace,2024,12.0,4.0,0.1,0.9,0
Trey Murphy III,2024,16.3,5.4,2.5,1.9,0
Kristaps Porziņģis,2024,23.2,7.9,5.1,3.0,0
Kyle Lowry,2024,10.9,3.5,-1.0,0.4,0
Jordan Clarkson,2024,12.7,0.2,-4.5,-1.1,0
De'Andre Hunter,2024,12.7,2.2,-2.4,-0.2,0
Pat Connaughton,2024,9.6,2.8,-1.6,0.2,0
Christian Braun,2024,12.1,3.4,-1.9,0.0,0
Simone Fontecchio,2024,12.1,2.1,-1.0,0.4,0
Ochai Agbaji,2024,7.7,0.1,-4.4,-1.0,0
Julius Randle,2024,18.9,3.8,1.9,1.6,0
Precious Achiuwa,2024,14.6,3.4,-1.4,0.2,0
Santi Aldama,2024,13.1,2.4,-0.2,0.7,0
Cameron Johnson,2024,14.5,3.3,0.4,1.0,0
Malaki Branham,2024,8.7,-0.3,-5.6,-1.5,0
Paul Reed,2024,17.4,5.1,0.4,0.9,0
Ausar Thompson,2024,12.8,1.8,-2.2,-0.1,0
Anfernee Simons,2024,15.9,2.2,0.2,0.8,0
Kevin Huerter,2024,12.4,2.9,-0.8,0.5,0
Bennedict Mathurin,2024,13.0,1.4,-3.4,-0.6,0
Evan Mobley,2024,20.1,5.5,2.9,1.9,0
Chris Paul,2024,14.7,4.3,1.0,1.2,0
Russell Westbrook,2024,16.2,2.1,0.5,1.0,0
Nicolas Batum,2024,10.2,3.3,-0.4,0.6,0
Zach Collins,2024,14.3,1.8,-2.0,0.0,0
Josh Green,2024,9.9,2.2,-2.7,-0.3,0
